stockid,name,manufacturer,model,serialid,inspection_date,installation_date,service_date,last_results
2527,hoist,guldmann,gh2-dc,120001-1760-2006,,2006-05-04,2016-10-14,29/1/2016 New PCB installed
2526,hoist,guldmann,gh2,120001-4474-2010,,2011-04-21,2015-10-14,30/9/2015 Ian Cleaned charging lines
2529,hoist,guldmann,gh2,143 -1000,,2006-11-13,2007-11-13,
2530,hoist,guldmann,gh2,120001-3099-2007,,2007-07-31,2015-10-14,14/10/2014 Mariusz carried out full service
2531,changing bench,freeway,static freeway,1.8m,,2011-10-19,2015-10-14,14/10/14 mariusz carried out full service on bench trolley (Homecroft manufacturer)
2532,hoist,guldmann,gh2-dc,120001-1580-2007,,2007-04-12,2016-04-23,30/09/2015 Ian replaced batteries and transformer
2533,hoist,guldmann,gh1 on 3m gantry system,,,2011-05-19,2012-05-20,
2536,4m x 4m,guldmann,gh1,32746,,2014-02-25,2017-03-01,27/2/17 full inspection carried out by tom
2537,maxi sky,,,,,,2014-12-01,
2539,v-amat,spahn reha,,IC-8058,,2017-04-06,2018-05-06,06/04/17 Installation of V-MAT by Krzys. 2nd visit 21/04/17 fit pump to vmat. (Invoiced to  IMNDA I0010)
2543,hoist,arjo,hoist,LB150953963,,2009-04-01,2015-09-24,24/9/14 Thoroughly serviced by Ian
2545,hoist,arjo,hoist,LB150953958,,2009-04-01,2015-09-24,24/9/14 Thoroughly serviced by Ian
2546,hoist,arjo,hoist,LD210955788,,2009-04-01,2015-09-24,24/9/14 Thoroughly serviced by Ian
2547,hoist,arjo,hoist,LB150958962,,2009-04-01,2015-09-24,24/9/14 Thoroughly serviced by Ian
2549,hoist,arjo,hoist,LD150954108,,2009-04-01,2015-09-24,24/9/14 Thoroughly serviced by Ian
2550,hoist,arjo,hoist,LD150953967,,2009-04-01,2015-09-24,24/9/14 Thoroughly serviced by Ian
2540,maxi sky,,,,,,2014-12-01,
2541,maxi sky,,,,,,2014-12-01,
2542,maxi sky,,,,,,2014-12-01,
2544,maxi sky,,,,,,2014-12-01,
2548,maxi sky,,,,,,2014-12-01,
2551,hoist,guldmann,gl3,0057-0302,,2002-06-09,2004-06-09,
2552,hoist,guldmann,gh2-ac,120001-3617-2008,,2009-08-25,2013-11-23,
2553,v-amat,spahn reha,vamat,sn5653,,2009-08-25,2010-08-25,
2554,table,ropox,vision,vision,,2009-08-25,2010-08-25,
2555,chair,cura seating,air chair,,,2013-09-17,,
2556,gh3,guldmann,6m x 8m room cover,12828-250-110-1000,,2010-12-10,2017-06-01,27/2/2017 replaced handset
2557,gh3,guldmann,guldmann,27410 TEMP,,,2017-06-01,13/2/17 inspection carried out by Tom
2558,screen,eganmed,12 section,screen,,,,05/04/2017 3 privacy screens repaired. 6 new mouldings replaced.
2559,screen,eganmed,12 section,screen,,,,17/5/2016 Ruiri repaired 2 x 12 panel screens
2560,gh2,guldmann,6x3m room cover on midi rails,120001-3469-2010,,2010-12-13,2017-06-01,25/05/2017 Hoist repaired by Tom . 2 batteries replaced.
2561,hoist,guldmann,gh1,99349,,2015-11-18,2016-11-18,18/11/15 4x4 room cover onto single combi and 3m straight track complete by Ruiri
2564,v-amat,spahn reha,,5572,,,2015-07-01,"1/7/14 -Mariusz installed and commissioned , replaced safety electrical valve"
2565,v-amat,spahn reha,vamat,48 -1000,,2010-07-14,2017-08-04,4/8/16 Ian installed and commissioned Vamat into Seamus  Kennedy's house
2566,hoist,guldmann,gh2,120001-4795-2007,1900-01-03,2009-08-20,2017-10-03,26/05/2017 Hoist repaired by Krzys. PC board replaced.
2567,gh2,guldmann,2.5m x 3.3m midi rails,120001-3182-2010,,2010-10-01,2016-01-13,06/07/2015 Ruari carried out full service
2568,screen,,screen,,,2010-10-01,2012-06-01,
2571,vario,ropox,vario,N40 1149,,,2011-10-05,
2570,changing bench,ropox,vario,n40-1149,,2009-07-13,2010-05-13,
2573,screen,eganmed,nightingale,,,,2017-11-30,"11/11/16 repair screen and fit to wall, serviced and checked all by krystoff"
2575,v-amat,spahn reha,vamat,JC-5733,,2008-10-09,2015-06-19,"now in Ardagh, Co Limerick - Val Nolan 086 253 8341 - extended wash period to max tim of 1 minute"
2578,flexstep,liftup,compact,,,2009-04-22,2010-03-22,
2579,flexstep,liftup,compact,,,2009-04-22,2010-03-22,
2577,hoist,guldmann,gh3 onto3m straight,35957,,2016-08-16,2017-08-16,16/8/16 ruiri ian and kristoff  installed GH3 hoist onto 3m track for Spillane Brothers
2582,hoist,guldmann,gh3 onto3m straight,35954,2017-08-16,2016-08-16,2017-08-16,16/8/16 Ian Ruiri and Kristoff installed hoist for Spillane Brothers
2583,hoist,guldmann,gh3 onto3m straight,35953,,2016-08-16,2017-08-16,16/8/16 ruiri ian and kristoff  installed GH3 hoist onto 3m track for Spillane Brothers
2584,hoist,guldmann,gh3 onto3m straight,35960,,2016-08-16,2017-08-16,16/8/16 ruiri ian and kristoff  installed GH3 hoist onto 3m track for Spillane Brothers
2585,screens,silentia,nightingale,0019-2011,,2010-12-08,2011-12-09,
2586,screens,silentia,nightingale,0018-2011,,2010-12-08,2011-12-09,
2587,hoist,guldmann,gh3 onto3m straight,35958,,2016-08-16,2017-08-16,16/8/16 ruiri ian and kristoff  installed GH3 hoist onto 3m track for Spillane Brothers
2588,hoist,guldmann,gh3 onto3m straight,36003,,2016-08-16,2017-08-16,16/8/16 ruiri ian and kristoff  installed GH3 hoist onto 3m track for Spillane Brothers
2589,hoist,guldmann,gh3 onto3m straight,35952,,2016-08-16,2017-08-16,16/8/16 ruiri ian and kristoff  installed GH3 hoist onto 3m track for Spillane Brothers
2590,hoist,guldmann,gh3 onto3m straight,35956,,2016-08-16,2017-08-16,16/8/16 ruiri ian and kristoff  installed GH3 hoist onto 3m track for Spillane Brothers
2591,bath,beka,avero classic,0630.10.11,,,2017-11-03,3/11/16 horough service carried out by krystoff
2592,bath,beka,avero classic,0628.10.11,,2014-09-17,2017-11-03,3/11/16 Bath thoroughly serviced by krystoff
2593,bath lift,beka,senta pur l combi bathing lift,2914L62193,,2014-07-29,2015-07-30,Mariusz supplied plus Senta wing
2594,bath,beka,avero classic,0631.10.11,,2011-02-17,2017-11-03,3/11/16 krystoff did full service
2595,bath lift,beka,senta pur l combi bathing lift,2914L62196,,2014-07-29,2015-07-30,Mariusz supplied plus Senta wing
2596,bath,beka,avero classic,0632.10.11,,2011-02-17,2017-11-03,3/11/16 Bath thoroughly serviced by krystoff
2597,bath lift,beka,senta pur l combi bathing lift,2914L62194,,2014-07-29,2015-07-30,Mariusz supplied plus Senta wing
2598,bath lift,beka,senta pur l combi bathing lift,2914L62195,,2014-07-29,2015-07-30,Mariusz supplied plus Senta wing
2599,bath,beka,avero classic,0629.10.11,,2011-02-17,2017-11-03,3/11/16 kystoff did full service - advised of low water pressure
2600,bath,beka,invita tilt and recline,0350.14.11,,,2017-11-03,3/11/16 thoroughly serviced by kyrstoff
2604,hoist,guldmann,gh2,120001-1669-2002,,2005-11-24,2017-08-16,Krystoff carried out full service 16/08/16
2607,hoist,guldmann,gh2,120001-1885-2007,,2007-01-12,2017-05-12,12/5/2016 thorough service carried out by Ian
2606,hoist,guldmann,gh2,120001-4195-2006,,2007-01-09,2017-05-12,12/5/2016 Thorough service carried out by ian
2605,shower bed,ropox,aqualine,0704,,2003-11-21,2014-06-05,Order no B34 394229
2608,hoist,guldmann,gh2,120001-4464-2008,,2008-11-12,2017-05-12,12/5/2016 thorough service carried out by ruiri
2611,hoist ac,guldmann,gh2,120001-2070-2007,,2007-06-07,2012-06-15,
2610,hoist,guldmann,gh2-ac,120001-3465-2003,,2003-11-21,2017-05-12,12/5/2016 full service carried out by ruiri
2609,hoist,guldmann,gh2-dc,120001-1329-2007 (1392?),,2007-02-21,2017-05-12,12/5/2016 Ruiri carried out thorough service
2625,hoist,guldmann,gh2-dc,120001-1560-2006,,2006-03-08,2007-03-08,
2624,hoist,guldmann,gh2-dc,120001-1449-2006,,2006-03-08,2007-03-08,
2628,hoist,guldmann,gh2,120001-1563-2006,,2006-03-08,2007-03-08,
2612,hoist,guldmann,gh2-dc,120001-1442-2006,,2006-03-08,2007-03-08,
2622,hoist,guldmann,gh2-dc,120001-1443-2006,,2006-03-08,2007-03-08,
2623,hoist,guldmann,gh2-dc,120001-1444-2006,,2006-03-08,2007-03-08,
2626,hoist,guldmann,gh2,120001-1561-2006,,2006-03-08,2007-03-08,
2627,hoist,guldmann,gh2,120001-1562-2006,,2006-03-08,2007-03-08,
2629,hoist,guldmann,gh2,120001-1564-2006,,2006-03-08,2007-03-08,
2613,hoist,guldmann,gh2,120001-1565-2006,,2006-03-08,2007-03-08,
2614,hoist,guldmann,gh2,120001-1566-2006,,2006-03-08,2007-03-08,
2615,hoist,guldmann,gh2,120001-1567-2006,,2006-03-08,2007-03-08,
2616,hoist,guldmann,gh2,120001-1568-2006,,2006-03-08,2007-03-08,
2617,hoist,guldmann,gh2,120001-1575-2006,,2006-03-08,2007-03-08,
2618,hoist,guldmann,gh2,120001-1576-2006,,2006-03-08,2007-03-08,
2619,hoist,guldmann,gh2,120001-1577-2006,,2006-03-08,2007-03-08,
2620,hoist,guldmann,gh2,120001-1578-2006,,2006-03-08,2007-03-08,
2621,hoist,guldmann,gh2,120001-1579-2006,,2006-03-08,2007-03-08,
2630,hoist,guldmann,gh2,120001-1262-2006,,2006-03-22,2013-04-25,
746,nursing bed,wi-bo,movita,H183459.00086,,,2012-07-12,
879,changing bench,ropox,vario,68 -1000,,2005-10-15,2006-10-15,
1114,hoist,guldmann,gh2-dc,120001-3650-2008,1900-01-03,2009-01-13,2016-10-06,16/3/16 Ian did inspection
1147,gh3,guldmann,6m x 8m room cover c rails,07071  200-110-0000,,2010-12-13,2011-12-09,
1150,bed,unknown,flexi2,00550806,,,2016-06-30,10/09/2015 New intelligent box fitted by Ian
1151,bathtub,beka,500e,duplicate,,2007-09-14,2018-01-25,"25/1/17 full service carried out, new chain required on plug in future"
1152,bathtub,beka,k2,0239.04.09,,2009-11-04,2013-03-01,
1153,bench,ropox,vario,N41-1784,,2013-09-30,2015-11-26,"26/11/14 Thorough service carried out by Mariusz, agreed to put both HSr on one invoice"
10,bath,beka,bath tub,0674.27.04,,,,
11,changing bench,ropox,vario,59 -1000,,2005-08-30,2014-12-09,
12,kitchen,ropox,kitframe,n30-1353,,2011-11-22,2012-11-21,
13,bed,wi-bo,sentida,,,2010-09-08,2011-09-07,
14,bed,wi-bo,sentida,xxxxx,,2010-09-08,2011-09-07,
15,screen,eganmed,nightingale,screens,,,2017-08-08,25/04/2017 screen repaired. 2 mouldings replaced.
198,hoist,guldmann,gh2,120001-1323-2009,,2009-04-08,2011-09-07,
199,hoist,guldmann,gh2,120001-1332-2009,,2009-04-08,2011-09-07,
200,hoist,guldmann,gh2,120001-1339-2009,,2009-04-08,2011-09-07,
201,hoist,guldmann,gh2,120001-1346-2009,,2009-04-08,2011-09-07,
202,hoist,guldmann,gh2,120001-1318-2009,,2009-04-08,2011-09-07,
203,hoist,guldmann,gh2,120001-1340-2009,,2009-04-08,2011-09-07,
204,hoist,guldmann,gh2,120001-1360-2009,,2009-04-08,2011-09-07,
205,hoist,guldmann,gh2,120001-1354-2009,,2009-04-08,2011-09-07,
206,hoist,guldmann,gh2,120001-1363-2009,,2009-04-08,2011-09-07,
207,hoist,guldmann,gh2,120001-1348-2009,,2009-04-08,2013-09-07,
208,hoist,guldmann,gh2,120001-1320-2009,,2009-04-08,2011-09-07,
209,hoist,guldmann,gh2,120001-1355-2009,,2009-04-08,2011-09-07,
210,hoist,guldmann,gh2,120001-1369-2009,,2009-04-08,2011-09-07,
211,hoist,guldmann,gh2,120001-1359-2009,,2009-04-08,2011-09-07,
212,hoist,guldmann,gh2,120001-1353-2009,,2009-04-08,2011-09-07,
213,hoist,guldmann,gh2,120001-1358-2009,,2009-04-08,2011-09-07,
214,hoist,guldmann,gh2,120001-1373-2009,,2009-04-08,2011-09-07,
215,hoist,guldmann,gh2,120001-1338-2009,,2009-04-08,2011-09-07,
216,hoist,guldmann,gh2,120001-1343-2009,,2009-04-08,2011-09-07,
217,hoist,guldmann,gh2,120001-1351-2009,,2009-04-08,2011-09-07,
218,hoist,guldmann,gh2,120001-1342-2009,,2009-04-08,2011-09-07,
219,hoist,guldmann,gh2,120001-1310-2009,,2009-04-08,2011-09-07,
220,hoist,guldmann,gh2,120001-1319-2009,,2009-04-08,2011-09-07,
221,hoist,guldmann,gh2,120001-1317-2009,,2009-04-08,2011-09-07,
222,hoist,guldmann,gh2,120001-1357-2009,,2009-04-08,2011-09-07,
223,hoist,guldmann,gh2,120001-1350-2009,,2009-04-08,2011-09-07,
224,hoist,guldmann,gh2,120001-1386-2009,,2009-04-08,2011-09-07,
225,hoist,guldmann,gh2,120001-1324-2009,,2009-04-08,2011-09-07,
226,hoist,guldmann,gh2,120001-1326-2009,,2009-04-08,2011-09-07,
227,hoist,guldmann,gh2,120001-1316-2009,,2009-04-08,2011-09-07,
228,hoist,guldmann,gh2,120001-1335-2009,,2009-04-08,2015-04-01,
229,hoist,guldmann,gh2,120001-1305-2009,,2009-04-08,2011-09-07,
230,hoist,guldmann,gh2,120001-1334-2009,,2009-04-08,2011-09-07,
231,hoist,guldmann,gh2,120001-1322-2009,,2009-04-08,2011-09-07,
232,hoist,guldmann,gh2,120001-1349-2009,,2009-04-08,2011-09-07,
233,hoist,guldmann,gh2,120001-1347-2009,,2009-04-08,2011-09-07,
234,hoist,guldmann,gh2,120001-1356-2009,,2009-04-08,2011-09-07,
235,hoist,guldmann,gh2,120001-1321-2009,,2009-04-08,2015-04-01,
236,hoist,guldmann,gh2,120001-1336-2009,,2009-04-08,2011-09-07,
237,hoist,guldmann,gh2,120001-1341-2009,,2009-04-08,2011-09-07,
238,hoist,guldmann,gh2,120001-1331-2009,,2009-04-08,2011-09-07,
239,hoist,guldmann,gh2,120001-1303-2009,,2009-04-08,2011-09-07,
240,hoist,guldmann,gh2,120001-1378-2009,,2009-04-08,2011-09-07,
241,hoist,guldmann,gh2,120001-1330-2009,,2009-04-08,2011-09-07,
242,hoist,guldmann,gh2,120001-1314-2009,,2009-04-08,2011-09-07,
243,hoist,guldmann,gh2,120001-1344-2009,,2009-04-08,2011-09-07,
244,hoist,guldmann,gh2,120001-1337-2009,,2009-04-08,2011-09-07,
245,hoist,guldmann,gh2,120001-1375-2009,,2009-04-08,2011-09-07,
246,hoist,guldmann,gh2,120001-1345-2009,,2009-04-08,2011-09-07,
247,hoist,guldmann,gh2,120001-1367-2009,,2009-04-08,2011-09-07,
248,hoist,guldmann,gh2,120001-1323-2009,,2009-04-08,2011-09-07,
249,hoist,guldmann,gh2,120001-1387-2009,,2009-04-08,2015-06-11,
250,hoist,guldmann,gh2,120001-1365-2009,,2009-04-08,2011-09-07,
251,hoist,guldmann,gh2,120001-1327-2009,,2009-04-08,2014-09-07,
252,hoist,guldmann,gh2,120001-1376-2009,,2009-04-08,2015-04-01,
253,hoist,guldmann,gh2,120001-1366-2009,,2009-04-08,2011-09-07,
254,hoist,guldmann,gh2,120001-1374-2009,,2009-04-08,2011-09-07,
255,hoist,guldmann,gh2,120001-1362-2009,,2009-04-08,2011-09-07,
256,hoist,guldmann,gh2,120001-1325-2009,,2009-04-08,2011-09-07,
257,hoist,guldmann,gh2,120001-1333-2009,,2009-04-08,2011-09-07,
258,hoist,guldmann,gh2,120001-1372-2009,,2009-04-08,2015-02-04,
259,hoist,guldmann,gh2,120001-0006-2009,,2009-04-08,2011-09-07,
260,hoist,guldmann,gh2,120001-1307-2009,,2009-04-08,2011-09-07,
261,hoist,guldmann,gh2,120001-1381-2009,,2009-04-08,2011-09-07,
262,hoist,guldmann,gh2,120001-1380-2009,,2009-04-08,2011-09-07,
263,hoist,guldmann,gh2,120001-1329-2009,,2009-04-08,2011-09-07,
264,hoist,guldmann,gh2,120001-1384-2009,,2009-04-08,2013-09-07,
265,hoist,guldmann,gh2,120001-1370-2009,,2009-04-08,2011-09-07,
266,hoist,guldmann,gh2,120001-1352-2009,,2009-04-08,2011-09-07,
267,hoist,guldmann,gh2,120001-1368-2009,,2009-04-08,2011-09-07,
268,hoist,guldmann,gh2,120001-1364-2009,,2009-04-08,2013-09-08,"3/9/14 Mariusz did thorough repair,replaced hand control and 2 batteries"
269,hoist,guldmann,gh2,120001-1313-2009,,2009-04-08,2011-09-07,
270,hoist,guldmann,gh2,120001-1388-2009,,2009-04-08,2011-09-07,
271,hoist,guldmann,gh2,120001-1379-2009,,2009-04-08,2011-09-07,
272,hoist,guldmann,gh2,120001-1315-2009,,2009-04-08,2011-09-07,
273,hoist,guldmann,gh2,120001-1328-2009,,2009-04-08,2011-09-07,
274,hoist,guldmann,gh2,120001-1377-2009,,2009-04-08,2011-09-07,
275,hoist,guldmann,gh2,120001-1361-2009,,2009-04-08,2011-09-07,
276,hoist,guldmann,gh2,120001-1371-2009,,2009-04-08,2011-09-07,
277,hoist,guldmann,gh2,120001-1382-2009,,2009-04-08,2011-09-07,
278,hoist,guldmann,gh2,120001-1385-2009,,2009-04-08,2011-09-07,
279,hoist,guldmann,gh2,120001-1383-2009,,2009-04-08,2011-09-07,
280,hoist,guldmann,gh2,120001-1311-2009,,2009-04-07,2011-09-07,
281,hoist,guldmann,gh2,120001-1312-2009,,2009-04-08,2011-09-07,
282,hoist,guldmann,gh2,120001-1308-2009,,2009-04-08,2014-09-07,
283,hoist,guldmann,gh2,120001-1306-2009,,2009-04-08,2011-09-07,
284,bathtub,beka,k2,0245.07.09,,2010-04-21,2011-09-07,
285,bathtub,beka,k2,0247.07.09,,2010-04-21,2011-09-07,
286,bathtub,beka,k2,0246.07.09,,2010-04-21,2011-09-07,
287,bathtub,beka,k2,0248.07.09,,2010-04-21,2011-09-07,
16,hoist,guldmann,gh2,120001-5050-2009,,2010-04-29,2011-04-28,
17,table,erfi,table,,,2014-12-09,,02/03/16  - Dawn Phoned - School declined and refused to book service - school cannot afford it.
18,hoist,guldmann,gh2,120001-1556-2006,,2006-03-22,2013-04-25,
19,hoist,guldmann,gh2,120001-1559-2006,,2006-03-22,2013-04-25,
149,hoist,guldmann,gh2,120001-4722-2007,,2009-07-02,2010-07-02,
20,kitchen,ropox,electric unit,Code 30-66155 & 30-67703,,2010-02-19,2011-02-18,
152,hoist,guldmann,gh2-dc,120001-4694-2009,,2009-12-07,2010-12-06,
153,hoist,guldmann,gh2-dc,120001-4694-2009,,2009-12-07,2010-12-06,
154,hoist,guldmann,gh2-dc,120001-4703-2009,,2009-12-07,2010-12-06,
155,hoist,guldmann,gh2-dc,120001-4700-2009,,2009-12-07,2010-12-06,
156,hoist,guldmann,gh2-dc,120001-4631-2009,,2009-12-07,2010-12-06,
157,hoist,guldmann,gh2,120001-4630-2009,,2009-12-07,2010-12-06,
158,hoist,guldmann,gh2,120001-4702-2009,,2009-12-07,2010-12-06,
159,hoist,guldmann,gh2,120001-4632-2009,,2009-12-07,2010-12-06,
160,hoist,guldmann,gh2,120001-4633-2009,,2009-12-07,2010-12-06,
161,hoist,guldmann,gh2,120001-4635-2009,,2009-12-07,2010-12-06,
162,hoist,guldmann,gh2,120001-4634-2009,,2009-12-07,2010-12-06,
163,hoist,guldmann,gh2,120001-4639-2009,,2009-12-07,2010-12-06,
164,hoist,guldmann,gh2,120001-4748-2009,,2009-12-07,2010-12-06,
165,hoist,guldmann,gh2,120001-4629-2009,,2009-12-07,2010-12-06,
166,hoist,guldmann,gh2,120001-4745-2009,,2009-12-07,2010-12-06,
167,hoist,guldmann,gh2,120001-4747-2009,,2009-12-07,2010-12-06,
168,hoist,guldmann,gh2,120001-4737-2009,,2009-12-07,2010-12-06,
169,hoist,guldmann,gh2,120001-4749-2009,,2009-12-07,2010-12-06,
170,hoist,guldmann,gh2,120001-4638-2009,,2009-12-07,2010-12-06,
171,hoist,guldmann,gh2,120001-4640-2009,,2009-12-07,2010-12-06,
172,hoist,guldmann,gh2,120001-4644-2009,,2009-12-07,2010-12-06,
173,hoist,guldmann,gh2,120001-4636-2009,,2009-12-07,2010-12-06,
174,hoist,guldmann,gh2,120001-4641-2009,,2009-12-07,2010-12-06,
175,hoist,guldmann,gh2,120001-4699-2009,,2009-12-07,2010-12-06,
176,hoist,guldmann,gh2-dc,120001-4701-2009,,2009-12-07,2010-12-06,
177,hoist,guldmann,gh2,120001-4732-2009,,2009-12-07,2010-12-06,
178,hoist,guldmann,gh2,120001-4738-2009,,2009-12-07,2010-12-06,
179,hoist,guldmann,gh2,120001-4734-2009,,2009-12-07,2010-12-06,
180,hoist,guldmann,gh2,120001-4645-2009,,2009-12-07,2010-12-06,
181,hoist,guldmann,gh2,120001-4746-2009,,2009-12-07,2010-12-06,
182,hoist,guldmann,gh2,120001-4646-2009,,2009-12-07,2010-12-06,
183,hoist,guldmann,gh2,120001-4647-2009,,2009-12-07,2010-12-06,
184,hoist,guldmann,gh2,120001-4744-2009,,2009-12-07,2010-12-06,
185,hoist,guldmann,gh2,120001-4740-2009,,2009-12-07,2010-12-06,
186,hoist,guldmann,gh2,120001-4743-2009,,2009-12-07,2010-12-06,
187,hoist,guldmann,gh2,120001-4742-2009,,2009-12-07,2010-12-06,
188,hoist,guldmann,gh2,120001-4750-2009,,2009-12-07,2010-12-06,
189,hoist,guldmann,gh2,120001-4739-2009,,2009-12-07,2010-12-06,
190,hoist,guldmann,gh2,120001-4736-2009,,2009-12-07,2010-12-06,
191,hoist,guldmann,gh2,120001-4731-2009,,2009-12-07,2010-12-06,
192,hoist,guldmann,gh2,120001-4735-2009,,2009-12-07,2010-12-06,
193,hoist,guldmann,gh2,120001-4741-2009,,2009-12-07,2010-12-06,
194,hoist,guldmann,gh2,120001-4637-2009,,2009-12-07,2010-12-06,
195,hoist,guldmann,gh2,120001-4733-2009,,2009-12-07,2010-12-06,
196,bathtub,beka,k2,0285-42-09,,2009-11-02,2010-12-06,
197,bathtub,beka,k2,0284-42-09,,2009-11-02,2010-12-06,
21,hoist,guldmann,gh3 on 3m straight,26389,,2016-03-08,2017-03-08,08/03/2016 Ian and Kristoff installed hoist
22,hoist,guldmann,gh3 on 3m straight,26395,,2016-03-08,2017-03-08,08/03/2016 Ian and Kristoff installed hoist
23,hoist,guldmann,gh3 on 3m straight,26387,,2016-03-08,2017-03-08,08/03/2016 Ian and Kristoff installed hoist
24,hoist,guldmann,gh3 on 3m straight,26394,,2016-03-08,2017-03-08,08/03/2016 Ian and Kristoff installed hoist
25,hoist,guldmann,gh3 on 3m straight,24939,,2016-03-08,2017-03-08,08/03/2016 Ian and Kristoff installed hoist
26,hoist,guldmann,gh3 on 3m straight,24940,,2016-03-08,2017-03-08,08/03/2016 Ian and Kristoff installed hoist
28,hoist,guldmann,gh3 on 3m straight,26390,,2016-03-08,2017-03-08,08/03/2016 Ian and Kristoff installed hoist
29,hoist,guldmann,gh3 on 3m straight,26388,,2016-03-08,2017-03-08,08/03/2016 Ian and Kristoff installed hoist
27,screen,silentia,12 panel screen,,,2017-01-31,2018-01-31,30/1/17 new 15 panel screen installed
30,hoist 10m straight track,guldmann,gh3,41331,,2017-03-29,2018-04-29,29/03/17 Hoist Installation done by Tom and Krzys. Builder Boyle Construction.
31,hoist 4m straight track,guldmann,gh3,41335,,2017-03-29,2018-03-29,29/03/17 Hoist Installation done by Tom & Krzys. Builder Boyle Construction.
32,hoist 4m straight track,guldmann,gh3,41342,,2017-03-29,2018-03-29,29/03/17 Hoist Installation done by Tom and Krzys. Builder Boyle Construction.
33,hoist 4m straight track,guldmann,gh3,41343,,2017-03-29,2018-03-29,29/03/17 Hoist Installation done by Tom and Krzys. Builder Boyle Construction.
34,hoist 4m straight track,guldmann,gh3,41337,,2017-03-29,2018-03-29,29/03/17 Hoist Installation done by Tom and Krzys. Builder Boyle Construction.
35,hoist,guldmann,gh2-dc,1578,2018-10-11,,2017-09-15,11/04/17 Inspection done by Tom.
36,hoist,guldmann,gh2-dc,2526 (temp loan hoist),,,,"this hoist belonged to macroom but we rebuilt our temp hoist and left it with them, so a swap was done, this is now our temp."
37,screen,eganmed,eganmed,,,,,22/8/16 repaired 3 screens replaced 6 mouldings
38,bath,beka,k2,0374,,,2018-02-16,16/2/17 thorough service carried out see s/n 0371 0372 0373
39,screens,eganmed,nightingale,,,,,19/1/2017 kyrstroff repaired screen and replaced mouldings
40,screen,eganmed,12 section,Screen,,,,05/04/17 privacy screen repaired by Tom. Retighten bolts and screen to wall.
41,gh3,guldmann,4x4,23936,,2015-12-18,2018-02-16,16/2/17 thorough service carried out by krsytoff
42,gh3,guldmann,3x4,23935,,2015-12-18,2017-02-16,16/2/2017 thorough service carried out
43,gh3,guldmann,3x4,23941,,2015-12-18,2018-02-16,16/2/17 kyrstoff did thorough service
44,gh3,guldmann,3x4,23940,2017-08-01,2015-12-18,2018-02-16,16/2/17thorough service carried out by krsytoff
45,gh3,guldmann,4x4,35984,,2016-09-06,2017-09-06,6/9/16 Ian ruiri and kristoff installed GH3 hoist onto 4 x 4room cover
46,gh3,guldmann,4x4,35985,,2016-09-06,2017-09-06,6/9/16 Ian ruiri and kristoff did installation
47,gh3,guldmann,4x4,35983,,2016-09-06,2017-09-06,"6/9/16 ian, ruiri and kristoff installed GH3 onto 4x4"
48,gh3,guldmann,3x4,23937,,2015-12-18,2018-02-16,16/2/2017 thorough service carried out by krstyoff
49,gh3,guldmann,3x4,23938,,2015-12-18,2018-02-16,16/2/17 kysztoff did thorough service
50,gh3,guldmann,4x4,41334,,2016-09-06,2017-09-06,6/9/16 ian and ruiri installed hoist
51,gh3,guldmann,4x4,41332,,2016-09-06,2017-09-06,6/9/16 ian and ruiri installed hoist
52,gh3,guldmann,4x6,23934,,2016-04-18,2018-05-24,24/05/2017 Full Service done by Krzys.
53,gh3,guldmann,8x3,35982,,2016-09-06,2017-09-06,6/9/16 Ian ruiri and kristoff installed system
54,gh3,guldmann,8x3,35986,,2016-09-06,2017-09-06,6/9/16 Ian ruiri and kristoff installed GH3 onto 8x3 system
55,gh3,guldmann,3x4,23928,,2016-04-18,2018-05-24,23/05/2017 Full service done by Krzys.
56,gh3,guldmann,4x6,23929,,2016-04-18,2018-05-24,23/05/2017 Full service done by Krzys.
57,gh3,guldmann,4x6,23933,,2016-04-18,2018-05-24,23/05/2017 Full service done by Krzys.
58,gh3,guldmann,4x6,23926,,2016-04-18,2018-05-24,23/05/2017 Full service done by Krzys.
60,ropox kitchen units,ropox,,,,,,
61,scales,guldmann,guldmann,11346111262013,,2013-10-17,2017-04-08,8/4/2016 scales calibrated and serviced
62,washbasin,ropox,wash basin,2642,,2004-09-07,2011-09-13,
63,changing bench,ropox,1.8 aqualine,0066,,2004-09-07,2011-09-13,
64,stairlift,meditek,stairlift -not in use,,,2008-06-16,2010-08-28,29/9/16 no servicing not in use
65,k2,beka,k2 spa,0154.49.06,,,2018-03-16,"16/3/2017 repair to bath, new handset fitted and serviced"
66,4.2m x 4m room cover,guldmann,gh3,07073,,2011-09-28,2012-09-27,
67,4.2m x 4m room cover,guldmann,gh3,07067,,2011-09-28,2012-09-27,
68,4.2m x 4m room cover,guldmann,gh3,04951,,2011-09-28,2012-09-27,
69,4.2m x 4m room cover,guldmann,gh3,15638,,2011-09-28,2012-09-27,
70,4.2m x 4m room cover,guldmann,gh3,04956,,2011-09-28,2012-09-27,
71,gh1 hoist on  straight track,guldmann,gh1,54397,,2014-09-29,2015-09-29,29/9/14 Mariusz installed Gh1 hoist onto 3.5m straight track
72,nursing bench,ropox,vario,N41-3285,,2014-09-29,2015-09-29,29/9/15 Mariusz installed Vario bench
73,changing bench,freeway,trolley,1.8m,,2011-10-19,2015-10-14,14/10/14 mariusz carried out full service on bench static (freecote)
